age,ltv,purchase_freq,tenure_months,prior_discounts,category,region,cohort_month,treated,converted,propensity,cate,segment,would_treat,age_group
33.81529913301875,55.11281054413108,10.0,52.93596746059432,3.0,Beauty,North,9,1,0,0.5761891284116757,0.3124444794074634,HIGH,1,30-45
32.4517784880252,134.33153857407638,2.0,19.320663599181493,1.0,Electronics,South,3,1,0,0.3671716998040652,0.10987815130802263,MEDIUM,0,30-45
48.29571057508585,224.8394097648797,5.0,4.917719876704753,3.0,Home,South,5,0,0,0.434969235183393,0.05804790101571777,MEDIUM,0,45-60
35.70434810142062,1153.798119196705,6.0,11.553541220528556,3.0,Home,East,2,0,0,0.3546714139423247,0.017816446319829055,LOW,0,30-45
22.69176411994494,119.51971157946419,6.0,21.890576813332935,1.0,Beauty,North,9,1,1,0.3008428841177083,0.14081481959705489,HIGH,1,<30
24.400553431958233,31.833885415067982,7.0,16.49151626953895,2.0,Home,South,12,1,0,0.43066731459440233,0.28992360726153527,HIGH,1,<30
26.966572567980663,131.15323812506645,6.0,0.16040438665446904,3.0,Apparel,North,7,0,0,0.3003337133853134,0.1250575632193282,MEDIUM,0,<30
43.96592892864517,333.61756189339496,7.0,36.34891746808022,1.0,Electronics,South,11,0,0,0.40809512365452094,-0.1519352160126299,LOW,0,30-45
39.70910883284678,448.3956957067532,3.0,34.68611874897766,3.0,Home,West,10,0,0,0.43024657347350626,0.03721511099579326,MEDIUM,0,30-45
46.28582424881322,1153.798119196705,1.0,25.526712180496276,5.0,Beauty,West,5,0,0,0.43476339168479305,0.011634722933661266,LOW,0,45-60
32.87296824396159,785.411523271787,8.0,13.713014022340376,2.0,Apparel,East,5,0,1,0.3091207639673153,-0.06460099996362592,LOW,0,30-45
39.90247629292057,262.2059685774085,5.0,36.21626778714241,5.0,Apparel,South,7,1,0,0.5304944293918231,0.138773843476331,HIGH,1,30-45
45.50708472760804,99.25835319332441,3.0,15.51803608972655,3.0,Electronics,North,8,0,1,0.4556943079200016,0.1460557750666483,HIGH,1,45-60
34.28784152335714,954.9172506692178,6.0,15.51803608972655,2.0,Apparel,South,12,0,0,0.26664299372716477,-0.13722425991167597,LOW,0,30-45
43.481302850688934,158.9028175068941,7.0,24.46870636288308,2.0,Apparel,South,2,0,0,0.3938983085516683,0.18368512609269175,HIGH,1,30-45
30.056888707200187,122.44457607599273,4.0,22.748234283950488,2.0,Beauty,East,7,0,0,0.4472667439214782,0.22002152581681889,HIGH,1,30-45
33.64335384121914,152.11450780674286,4.0,15.51803608972655,1.0,Home,West,12,0,0,0.3088944484111043,0.1991226560243941,HIGH,1,30-45
33.41914527202005,71.73226059613636,4.0,23.020312926149234,2.0,Apparel,North,12,1,1,0.3647108312388372,0.27912985949895974,HIGH,1,30-45
23.649924252931523,145.69012256616648,6.0,28.14771744514871,1.0,Apparel,West,10,0,0,0.3521401876902316,0.14195489401391986,HIGH,1,<30
43.84366976942698,179.50489953571747,1.0,10.274631094753751,2.0,Electronics,North,7,0,0,0.3492036972493355,0.017561314315163456,LOW,0,30-45
32.36717191756731,427.3446990206058,0.0,9.663634176824122,4.0,Electronics,West,12,1,0,0.40259099105437235,0.08784144810710971,MEDIUM,0,30-45
38.14992942473225,156.1349189305981,4.0,18.265734800877162,1.0,Apparel,East,5,1,0,0.32384015387467985,0.12740200373483954,HIGH,1,30-45
43.768959906870904,70.75949145351098,4.0,8.500106335893234,4.0,Electronics,East,12,0,0,0.4849187856917178,0.2408800811841191,HIGH,1,30-45
43.35837411235933,52.279538448734385,5.0,0.0038933361309618857,3.0,Beauty,West,11,1,1,0.38761083077404734,0.009677741472562182,LOW,0,30-45
45.984621307673436,267.3644670678038,4.0,18.261309897401603,4.0,Electronics,West,5,1,0,0.44050627361290273,-0.005269150844903496,LOW,0,45-60
36.81817418588692,236.36170218690108,4.0,15.174738969853436,2.0,Home,East,6,0,0,0.3367254521381043,0.026036686689786745,MEDIUM,0,30-45
32.920420255470155,134.44007488999017,3.0,1.064732854531348,2.0,Apparel,North,8,1,0,0.316187092558038,0.01642806474653556,LOW,0,30-45
37.04338146912321,145.37101310434514,4.0,30.53672875896011,4.0,Beauty,North,6,1,0,0.5110446331937851,0.2390711346598966,HIGH,1,30-45
18.0,314.07701907807143,1.0,7.504396976209792,4.0,Electronics,West,4,0,0,0.40235438240441274,0.16317152923708228,HIGH,1,<30
20.634650330922952,773.9378926534943,6.0,32.241175676092055,4.0,Home,South,4,1,1,0.4735339795715204,0.019465203048499996,LOW,0,<30
22.12760465174717,109.7132204132783,4.0,18.560350515242117,5.0,Electronics,West,1,1,0,0.5122208098462578,0.2737891446190596,HIGH,1,<30
26.03303806878222,239.84971809146492,8.0,0.3984155407835006,2.0,Beauty,South,2,0,0,0.33846460711565496,0.01007352053386994,LOW,0,<30
42.79729072068124,524.4989173116642,5.0,56.15250088952089,2.0,Electronics,South,3,1,0,0.37716833116174153,-0.18962926416378761,LOW,0,30-45
27.13425133567927,110.1119019130895,6.0,27.51450782112915,4.0,Apparel,South,1,0,0,0.5436201627669178,0.16393866294406645,HIGH,1,<30
33.46204935152733,218.3132803214339,4.0,9.73951318779604,5.0,Apparel,North,9,1,0,0.4501705187686498,0.16262951526715846,HIGH,1,30-45
53.590739573432785,213.96318279807366,10.0,24.82329277565389,2.0,Home,West,6,0,0,0.420496641727001,0.027528788402397537,MEDIUM,0,45-60
33.72483234726289,224.8394097648797,7.0,52.62947477766419,3.0,Home,North,1,1,0,0.4961560979995097,0.06983965696915308,MEDIUM,0,30-45
46.850186821605035,224.8394097648797,3.0,5.9280780098419985,3.0,Electronics,West,2,0,1,0.34097980883431966,0.025819832414909576,MEDIUM,0,45-60
26.796587839881475,227.78226867681505,3.0,1.7976770585067474,4.0,Electronics,South,9,0,0,0.3950476364052717,0.08821846731555595,MEDIUM,0,<30
35.53474930558844,364.88266079968116,5.0,24.500394158839562,3.0,Apparel,West,5,0,1,0.4214115547515181,0.09669646508562021,MEDIUM,0,30-45
26.599735341073025,76.08127469822898,6.0,10.923183400073027,1.0,Home,East,12,0,0,0.3551844369114996,0.18744394959367322,HIGH,1,<30
33.93160308919325,223.40211339633692,4.0,6.711577046985407,2.0,Home,South,5,0,0,0.3366297335010023,0.15683015852650128,HIGH,1,30-45
48.08369764948875,767.824089890632,2.0,31.337583142804814,3.0,Home,South,10,1,0,0.4379252564351298,-0.035495984636466395,LOW,0,45-60
18.0,1153.798119196705,3.0,16.134701376146452,3.0,Electronics,West,3,0,1,0.37365734623545854,0.11492502688774196,MEDIUM,0,<30
43.21308372255029,700.7255807101916,6.0,4.538626965200207,5.0,Apparel,East,4,1,0,0.4196021851300204,-0.11472184999505547,LOW,0,30-45
40.85282722798733,76.75631359551345,1.0,14.001143936180949,1.0,Electronics,North,6,1,0,0.40200408310057045,0.006622277399324881,LOW,0,30-45
30.870200531638467,332.2698413151219,6.0,9.705680355113842,2.0,Beauty,East,4,1,0,0.3512833200475397,-0.06348454954213872,LOW,0,30-45
20.647305747338546,143.33263996223198,4.0,19.49272268168499,0.0,Beauty,North,12,1,0,0.3176041657081496,0.20533853959625972,HIGH,1,<30
38.865554092566434,285.8623878945909,6.0,15.51803608972655,1.0,Apparel,East,7,0,1,0.3277577991030888,-0.01509855436679009,LOW,0,30-45
31.646087491234372,110.49883355080384,4.0,13.667192156952451,2.0,Home,South,6,0,0,0.37573191912303855,0.17878460878024566,HIGH,1,30-45
40.79211453625645,47.364542598660876,5.0,88.20397033298687,2.0,Electronics,North,7,1,1,0.4493267420857309,0.29439281794313243,HIGH,1,30-45
38.26222574628132,162.3792234578042,7.0,15.51803608972655,4.0,Beauty,North,5,1,1,0.49800305048543353,0.06973185787694929,MEDIUM,0,30-45
57.22134669585098,424.25828264346217,7.0,28.838135838753985,4.0,Beauty,North,2,1,1,0.4501067584430811,-0.05172517197591022,LOW,0,45-60
35.12773247032371,286.9189523617916,6.0,33.91513026737078,3.0,Apparel,East,11,0,0,0.47047793533392374,0.08822655547434331,MEDIUM,0,30-45
25.71803008853762,318.1913953580635,9.0,5.9837922300759745,2.0,Electronics,North,1,0,0,0.28209469048730135,0.07287263162546291,MEDIUM,0,<30
40.151307619475794,269.0010520824702,1.0,23.05315659935048,2.0,Apparel,South,1,0,0,0.4189229146813819,0.14856477250086444,HIGH,1,30-45
40.63996020766118,318.64407494979326,3.0,3.7354758149382237,1.0,Apparel,South,2,0,0,0.31397650887848805,0.06479394998362797,MEDIUM,0,30-45
54.31025090288524,356.5807005275609,9.0,15.517376924756373,2.0,Apparel,North,3,0,0,0.34347460829579424,0.024165768046558296,MEDIUM,0,45-60
48.021334950974946,172.91267770916858,8.0,15.51803608972655,6.0,Apparel,East,4,1,0,0.4911070609804182,0.02207780073582901,MEDIUM,0,45-60
42.282452709794114,224.8394097648797,4.0,12.96737877116631,3.0,Electronics,North,2,1,0,0.4588621354519817,0.03840175125639899,MEDIUM,0,30-45
55.55963469463474,1063.0873386481235,5.0,11.301140407671975,3.0,Beauty,West,3,1,0,0.39965429129067837,-0.02841269689811339,LOW,0,45-60
23.73484334812579,251.59683018069248,6.0,6.673035150312076,4.0,Home,North,10,0,0,0.40489439812488914,0.117563108601686,MEDIUM,0,<30
30.32298160700303,230.05240868374122,5.0,2.969183256214733,2.0,Electronics,North,7,0,1,0.3024357192795015,0.10170802522716832,MEDIUM,0,30-45
26.8810887031337,242.88693730964488,9.0,21.553184130964237,4.0,Home,South,9,1,1,0.46613695530168836,0.10448752754624994,MEDIUM,0,<30
33.322282362130785,181.9773690589748,5.0,5.563582289777664,5.0,Home,South,10,1,1,0.46505844015124503,0.12063740189910867,MEDIUM,0,30-45
21.479766229324294,149.63210268375758,6.0,75.70522938736289,3.0,Beauty,South,10,1,0,0.5932136055119024,0.2518759161543775,HIGH,1,<30
45.62181136177285,267.15009978725135,9.0,14.95880747690921,2.0,Beauty,North,9,1,0,0.35434842649731785,-0.016927794525827967,LOW,0,45-60
35.33332763481472,140.45066920181486,5.0,29.1834289736808,4.0,Home,South,1,0,0,0.515739953680573,0.19248407251043212,HIGH,1,30-45
20.350324465968107,194.22874520570153,2.0,35.65270645108798,3.0,Electronics,South,2,1,0,0.4965442414929447,0.05178573015175705,MEDIUM,0,<30
25.813051025509502,108.69401840349579,5.0,6.41169345306929,5.0,Home,West,11,0,0,0.499077958562435,0.25839626982922925,HIGH,1,<30
41.76216616940234,244.0103455235121,7.0,15.51803608972655,3.0,Apparel,North,3,1,0,0.43756452000072793,-0.09159902590386389,LOW,0,30-45
48.057518814732575,374.5687820426387,7.0,17.410396421588178,2.0,Home,South,9,0,0,0.4165149288447637,-0.10569621658531954,LOW,0,45-60
61.96077070030144,182.96166061939576,4.0,51.402185902103135,1.0,Apparel,North,10,0,0,0.42547268713338726,0.056200358443353034,MEDIUM,0,60+
72.96634959208795,36.32329993327839,3.0,15.51803608972655,1.0,Beauty,West,8,0,1,0.3627976613243396,0.12467391330773844,MEDIUM,0,60+
42.972913199311954,376.6567855533288,5.0,59.31384741905741,2.0,Beauty,East,1,0,0,0.4243570783988314,0.0364896449708406,MEDIUM,0,30-45
26.125542559617628,246.69813370884765,7.0,11.676898447730117,4.0,Electronics,North,9,1,0,0.4226413287297664,0.07792354608361513,MEDIUM,0,<30
18.0,90.5671618162461,5.0,15.51803608972655,2.0,Electronics,South,7,1,0,0.4447527719656073,0.23695752351983682,HIGH,1,<30
41.21253754812603,444.0526862381707,8.0,5.164141589294234,3.0,Home,North,9,1,0,0.34953400938031887,-0.1268704115774833,LOW,0,30-45
28.24470685627609,224.8394097648797,14.0,43.03728600384427,3.0,Beauty,West,2,1,0,0.49376491056866373,0.13390081585093228,HIGH,1,<30
33.015712877843775,567.2878539304021,4.0,10.381717063241624,1.0,Beauty,East,6,1,0,0.2833645865457937,-0.09343844486399082,LOW,0,30-45
30.654838411282302,210.26529486969503,3.0,4.257291121456017,1.0,Home,South,6,0,0,0.29734630289353586,0.15282643993640407,HIGH,1,30-45
36.310509363003376,28.73228582585925,6.0,0.22687583759539512,4.0,Beauty,South,9,1,0,0.45495383655698013,0.07521940081754744,MEDIUM,0,30-45
50.79176276945172,259.9519038046552,3.0,12.391246270754555,4.0,Beauty,North,8,0,1,0.4255783272625138,0.04607080968534873,MEDIUM,0,45-60
39.88458280934414,153.6115278060684,6.0,15.51803608972655,3.0,Home,West,4,0,0,0.4009011753935584,0.17838361049662457,HIGH,1,30-45
36.09638195553574,134.13350867814245,3.0,116.09483190120243,2.0,Home,West,4,1,1,0.41348357402575087,0.06440367738494354,MEDIUM,0,30-45
25.57215496609026,113.98271506814181,2.0,17.826142240446707,2.0,Home,North,8,0,1,0.40003814362251944,0.194684679161,HIGH,1,<30
18.0,197.4540281185207,7.0,27.24415606878784,0.0,Home,West,10,0,0,0.321005571091853,0.10347023679247386,MEDIUM,0,<30
32.16430509112003,143.0694514665698,1.0,15.384964385661158,2.0,Apparel,East,4,0,0,0.3940560818644598,0.11975536540442483,MEDIUM,0,30-45
37.35460939018015,41.63656639823049,7.0,10.207487789643448,5.0,Beauty,East,8,1,0,0.5456010089282706,0.265029757438621,HIGH,1,30-45
59.2151589629586,695.6600436735342,4.0,15.51803608972655,3.0,Apparel,South,8,0,0,0.36303145784412116,-0.22505577466440385,LOW,0,45-60
39.56329425767463,177.69669027481166,3.0,15.51803608972655,1.0,Apparel,West,2,0,0,0.33674513489208235,0.12597310930766548,HIGH,1,30-45
49.792874132276694,114.5783061453443,1.0,12.225114948111955,3.0,Electronics,South,5,1,0,0.4918528782515406,0.1554334140925201,HIGH,1,45-60
32.00845281753018,80.19159314175569,1.0,31.129601280341475,3.0,Home,West,5,1,0,0.5202879324559786,0.13219897978976658,HIGH,1,30-45
23.780674802995705,443.03946892161474,2.0,38.981870934146784,2.0,Apparel,South,8,1,0,0.41950818054644706,-0.0572376792290933,LOW,0,<30
26.418598853211538,68.81427630271244,5.0,14.496206912859265,1.0,Electronics,West,1,0,1,0.36759811629322264,0.22120155519760207,HIGH,1,<30
29.29728722557096,249.78200854831115,1.0,15.51803608972655,3.0,Electronics,East,1,1,0,0.36471753308382,0.10753493380977827,MEDIUM,0,<30
63.541636789221975,130.93694851824802,8.0,38.54670839949108,4.0,Apparel,West,2,1,0,0.4848773644854519,0.19333131396023412,HIGH,1,60+
28.143359849307366,137.98187079739444,8.0,13.571670108501657,3.0,Electronics,North,2,0,0,0.45480088202146324,0.26127354085987187,HIGH,1,<30
48.06187044483614,82.00632858251045,5.0,62.14633421074714,3.0,Apparel,North,11,0,0,0.514338533500935,0.1658015548622922,HIGH,1,45-60
27.164873862955684,126.68611740583,4.0,42.91616683983789,2.0,Apparel,North,9,1,0,0.40986336253348743,0.20018950032770502,HIGH,1,<30
49.17887615449093,224.8394097648797,4.0,46.68247106788644,2.0,Apparel,North,1,1,0,0.5013597595103102,0.03687407274047851,MEDIUM,0,45-60
42.61941159327036,224.8394097648797,1.0,22.724662990351163,1.0,Beauty,East,1,1,1,0.35260735576700425,0.023993976343239954,MEDIUM,0,30-45
36.12034522810291,109.17660133318441,5.0,7.461210768237235,4.0,Apparel,South,10,1,0,0.5086953602121718,0.3126896070707734,HIGH,1,30-45
37.51084968637479,204.00796512376465,5.0,14.696265393461124,3.0,Home,North,3,1,0,0.4586097653267734,0.018143166092068584,LOW,0,30-45
30.142547654847313,492.5564079062188,5.0,36.02940048872028,3.0,Beauty,West,7,0,0,0.482810357796603,-0.05066614925126368,LOW,0,30-45
43.352866417784966,49.582319016873505,3.0,12.721923241164093,4.0,Apparel,West,4,1,0,0.5684514506766828,0.25612282011090814,HIGH,1,30-45
32.54019823591064,220.1607417252096,4.0,30.833086873818843,1.0,Home,East,11,0,0,0.3460058217940649,0.19156398704234803,HIGH,1,30-45
23.292730834793023,94.09401566994158,4.0,15.27016591861016,3.0,Electronics,South,9,1,0,0.4727151818182901,0.18510320460670562,HIGH,1,<30
22.664749108164568,85.84851118088784,1.0,8.13111999445935,2.0,Apparel,North,1,1,0,0.4375467255312423,0.3907646824421216,HIGH,1,<30
40.07105501266543,280.03381442978076,4.0,14.37692215189889,2.0,Electronics,South,5,1,1,0.4043622345728907,0.023665955678873325,MEDIUM,0,30-45
56.94909507692522,135.54093231390777,5.0,12.263866051534443,2.0,Beauty,South,8,1,1,0.4270258006702819,0.19497341791292858,HIGH,1,45-60
39.91989936288126,74.06011930356807,5.0,1.6434732228705824,3.0,Beauty,West,5,0,0,0.44097139873417746,0.15621783650749427,HIGH,1,30-45
36.57634008668141,729.1320636435064,2.0,5.9717894640290385,3.0,Home,North,9,0,1,0.3185922011945445,-0.07670628009713715,LOW,0,30-45
41.429913675230516,506.78181353042055,7.0,4.138457710445351,4.0,Electronics,West,5,1,0,0.38919795496495757,-0.15909837475438587,LOW,0,30-45
53.6720209004819,38.897292212823764,6.0,70.35390125458024,2.0,Apparel,East,6,1,1,0.4691671011389089,0.21957425831911837,HIGH,1,45-60
40.63259001636628,58.73375973677671,11.0,92.8413303647263,4.0,Home,West,6,1,1,0.5313918421620608,0.3418570836778232,HIGH,1,30-45
33.068873229995155,377.7042055121287,6.0,11.758628024152125,3.0,Home,South,5,0,0,0.42771296660772323,-0.0012444548970750127,LOW,0,30-45
51.275464520718664,224.8394097648797,4.0,12.007334130362187,1.0,Apparel,East,12,0,0,0.34734381973477857,0.0999417046900233,MEDIUM,0,45-60
43.14507726153936,854.5005788075771,3.0,31.328720077176243,2.0,Beauty,South,10,0,0,0.33721781996341366,-0.07757063854061631,LOW,0,30-45
56.42907190395191,385.56228860271403,8.0,67.28695002144931,5.0,Electronics,West,10,0,1,0.4857137248748445,-0.03457769895818318,LOW,0,45-60
40.19881324666287,289.8950530555413,5.0,17.44432355149603,3.0,Apparel,South,3,0,0,0.4773049899162208,0.006144327710750841,LOW,0,30-45
23.306371619353996,88.26322803752613,7.0,28.908003890041794,2.0,Apparel,West,12,0,0,0.4044772991754085,0.3267655968842562,HIGH,1,<30
